forecasting_date,level_1,field_id,crop,mae,rmse,corr,bias,skill_score,c_mae,c_bias,variable
2024-08-12,124,CA_32418,47,0.24,0.41,0.89,0.24,-0.23,0.5342592592592593,,ET
2024-08-12,125,CA_32637,47,0.32,0.89,-0.8,0.3,-1.0,0.5597407407407408,,ET
2024-08-12,126,CA_32667,61,0.27,0.75,-0.85,0.27,-1.0,0.3999259259259261,,ET
2024-08-12,127,CA_35772,36,0.07,0.15,0.91,-0.01,0.94,0.9727777777777776,,ET
2024-08-12,128,CA_36095,61,1.12,2.18,0.77,-1.12,-1.0,1.303537037037037,,ET
2024-08-12,129,CA_36121,47,0.28,0.61,-0.82,-0.11,-0.44,0.8427962962962963,,ET
2024-08-12,130,CA_36281,61,0.07,0.15,0.92,-0.03,0.89,0.630777777777778,,ET
2024-08-12,131,CA_36850,61,0.4,0.71,0.12,0.4,-1.0,0.41135185185185175,,ET
2024-08-12,132,CA_36898,37,0.1,0.21,0.92,0.0,0.81,0.7574629629629629,,ET
2024-08-12,133,CA_36982,241,0.19,0.37,0.92,-0.19,-0.15,0.561240740740741,,ET
2024-08-12,134,CA_37400,61,0.17,0.3,0.87,-0.17,0.88,1.3598518518518519,,ET
2024-08-12,135,CA_37674,47,1.49,2.15,0.09,1.49,-1.0,2.054462962962963,,ET
2024-08-12,136,CA_37683,61,1.28,2.01,0.87,-1.28,-1.0,1.005740740740741,,ET
2024-08-12,137,CA_37890,241,0.07,0.18,0.95,0.07,0.64,0.5278703703703704,,ET
2024-08-12,138,CA_38650,47,1.74,2.14,0.97,1.74,0.63,4.360925925925926,,ET
2024-08-12,139,CA_38734,204,0.37,0.76,-0.65,-0.37,-0.44,0.8687037037037038,,ET
2024-08-12,140,CA_38912,69,0.3,0.66,-0.7,0.3,-0.12,0.976425925925926,,ET
2024-08-12,141,CA_39031,69,0.04,0.08,0.32,0.04,1.0,1.6150185185185182,,ET
2024-08-12,142,CA_39032,69,0.05,0.1,0.96,-0.03,0.84,0.3878333333333333,,ET
2024-08-12,143,CA_39770,69,0.63,1.22,0.67,-0.63,-1.0,1.3314814814814815,,ET
2024-08-12,144,CA_40009,69,0.15,0.37,0.98,0.14,0.41,0.6764629629629629,,ET
2024-08-12,145,CA_41244,69,0.17,0.37,-0.71,-0.15,0.6,1.0069074074074071,,ET
2024-08-12,146,CA_41458,69,0.53,0.97,0.91,0.53,-1.0,0.9045370370370373,,ET
2024-08-12,147,CA_41682,69,0.21,0.37,-0.71,0.2,-1.0,0.2558333333333333,,ET
2024-08-12,148,CA_42021,69,0.47,0.97,-0.88,-0.23,-1.0,0.9405925925925924,,ET
2024-08-12,149,CA_42143,69,0.86,1.51,0.97,-0.86,-1.0,0.8912592592592593,,ET
2024-08-19,0,CA_298397,75,0.14,0.09,0.95,-0.14,-1.0,0.016333333333333335,,ETof
2024-08-19,1,CA_299395,75,0.11,0.1,1.0,-0.11,0.89,0.27644444444444444,,ETof
2024-08-19,2,CA_299467,75,0.43,0.38,-0.85,-0.43,-1.0,0.06675925925925928,,ETof
2024-08-19,3,CA_300271,75,0.08,0.07,-0.5,0.07,0.63,0.06364814814814816,,ETof
2024-08-19,4,CA_300581,75,0.14,0.13,0.62,-0.14,0.81,0.2517407407407407,,ETof
2024-08-19,5,CA_300893,75,0.05,0.05,-0.75,-0.05,0.92,0.185037037037037,,ETof
2024-08-19,6,CA_301734,75,0.1,0.1,0.89,-0.1,-1.0,0.04364814814814816,,ETof
2024-08-19,7,CA_301986,75,0.07,0.06,0.9,-0.07,0.87,0.1207962962962963,,ETof
2024-08-19,8,CA_302388,75,0.17,0.1,-0.98,-0.17,0.54,0.09092592592592592,,ETof
2024-08-19,9,CA_302578,75,0.04,0.04,-0.41,0.04,-0.47,0.032425925925925914,,ETof
2024-08-19,10,CA_302669,72,0.54,0.41,-0.78,-0.54,-0.83,0.19064814814814812,,ETof
2024-08-19,11,CA_303433,72,0.02,0.02,-0.97,0.0,1.0,0.42740740740740746,,ETof
2024-08-19,12,CA_303972,47,0.06,0.06,-0.74,-0.06,0.79,0.10064814814814815,,ETof
2024-08-19,13,CA_304258,72,0.12,0.12,0.68,-0.12,-1.0,0.06940740740740742,,ETof
2024-08-19,14,CA_304688,72,0.1,0.09,0.7,-0.1,-0.29,0.06840740740740736,,ETof
2024-08-19,15,CA_305684,204,0.04,0.03,,0.04,0.85,0.07316666666666667,,ETof
2024-08-19,16,CA_306027,204,0.02,0.02,0.96,0.02,0.99,0.1206296296296296,,ETof
2024-08-19,17,CA_306521,204,0.04,0.03,-0.99,-0.04,0.99,0.31992592592592595,,ETof
2024-08-19,18,CA_307370,204,0.04,0.03,-0.38,-0.01,0.24,0.025370370370370415,,ETof
2024-08-19,19,CA_307376,204,0.2,0.15,0.0,0.2,-1.0,0.04737037037037036,,ETof
2024-08-19,20,CA_307472,204,0.07,0.06,0.73,0.07,0.94,0.19890740740740742,,ETof
2024-08-19,21,CA_307774,204,0.19,0.15,-0.87,0.19,-1.0,0.042314814814814826,,ETof
2024-08-19,22,CA_32080,75,0.22,0.16,-0.45,-0.22,-1.0,0.05794444444444443,,ETof
2024-08-19,23,CA_32260,61,0.11,0.09,-0.68,-0.11,-1.0,0.017092592592592604,,ETof
2024-08-19,24,CA_32418,47,0.21,0.17,0.97,0.21,-0.03,0.12898148148148147,,ETof
2024-08-19,25,CA_32637,47,0.22,0.19,0.77,0.22,-1.0,0.08381481481481479,,ETof
2024-08-19,26,CA_32667,61,0.11,0.1,0.99,0.11,-1.0,0.055203703703703665,,ETof
2024-08-19,27,CA_35772,36,0.06,0.06,-0.98,0.01,0.62,0.07527777777777778,,ETof
2024-08-19,28,CA_36095,61,0.8,0.73,0.69,-0.8,-1.0,0.2016296296296296,,ETof
2024-08-19,29,CA_36121,47,0.17,0.16,0.97,0.17,-1.0,0.040462962962963,,ETof
2024-08-19,30,CA_36281,61,0.04,0.04,-0.97,0.0,0.81,0.06487037037037041,,ETof
2024-08-19,31,CA_36850,61,0.03,0.03,-0.82,0.01,0.67,0.04348148148148149,,ETof
2024-08-19,32,CA_36898,37,0.01,0.01,-0.44,-0.0,0.57,0.01566666666666668,,ETof
2024-08-19,33,CA_36982,241,0.3,0.26,0.69,-0.3,-1.0,0.08488888888888886,,ETof
2024-08-19,34,CA_37400,61,0.09,0.07,0.97,-0.09,0.93,0.20925925925925926,,ETof
2024-08-19,35,CA_37674,47,0.73,0.57,0.89,0.73,-1.0,0.27585185185185185,,ETof
2024-08-19,36,CA_37683,61,0.92,0.64,-1.0,-0.92,-1.0,0.12733333333333338,,ETof
2024-08-19,37,CA_37890,241,0.13,0.12,-0.95,0.13,-1.0,0.0198888888888889,,ETof
2024-08-19,38,CA_38650,47,0.93,0.66,-0.98,0.93,0.52,0.6607222222222221,,ETof
2024-08-19,39,CA_38734,204,0.15,0.14,-0.99,0.15,0.48,0.15753703703703703,,ETof
2024-08-19,40,CA_38912,69,0.31,0.26,1.0,0.31,-1.0,0.06300000000000001,,ETof
2024-08-19,41,CA_39031,69,0.09,0.07,0.87,0.09,0.88,0.15462962962962964,,ETof
2024-08-19,42,CA_39032,69,0.14,0.13,0.95,0.14,-1.0,0.010611111111111099,,ETof
2024-08-19,43,CA_39770,69,0.01,0.01,-0.32,-0.0,1.0,0.14450000000000002,,ETof
2024-08-19,44,CA_40009,69,0.3,0.27,-0.93,0.3,-0.06,0.23051851851851848,,ETof
2024-08-19,45,CA_41244,69,0.03,0.03,0.84,0.01,0.95,0.11785185185185182,,ETof
2024-08-19,46,CA_41458,69,0.23,0.2,-0.97,-0.23,-1.0,0.07207407407407408,,ETof
2024-08-19,47,CA_41682,69,0.03,0.03,-1.0,0.0,0.5,0.022685185185185187,,ETof
2024-08-19,48,CA_42021,69,0.06,0.05,0.93,-0.06,-0.18,0.02950000000000001,,ETof
2024-08-19,49,CA_42143,69,0.11,0.09,0.93,-0.11,0.85,0.1898333333333333,,ETof
2024-08-19,50,CA_298397,75,0.11,0.3,0.98,0.08,0.65,1.0600555555555553,,ETo
2024-08-19,51,CA_299395,75,0.11,0.31,0.97,0.1,0.61,1.037259259259259,,ETo
2024-08-19,52,CA_299467,75,0.12,0.33,0.97,0.11,0.58,1.0603888888888893,,ETo
2024-08-19,53,CA_300271,75,0.1,0.3,0.94,0.1,0.52,0.9154074074074078,,ETo
2024-08-19,54,CA_300581,75,0.13,0.34,0.94,0.13,0.41,0.9335925925925926,,ETo
2024-08-19,55,CA_300893,75,0.15,0.37,0.94,0.15,0.17,0.8163518518518518,,ETo
2024-08-19,56,CA_301734,75,0.13,0.34,0.94,0.13,0.41,0.9335925925925926,,ETo
2024-08-19,57,CA_301986,75,0.16,0.39,0.94,0.16,-0.02,0.7603518518518518,,ETo
2024-08-19,58,CA_302388,75,0.16,0.4,0.94,0.16,0.12,0.8621666666666665,,ETo
2024-08-19,59,CA_302578,75,0.22,0.5,0.9,0.22,-0.5,0.7429999999999999,,ETo
2024-08-19,60,CA_302669,72,0.1,0.28,0.95,0.08,0.67,1.0440000000000003,,ETo
2024-08-19,61,CA_303433,72,0.13,0.32,0.94,0.13,0.19,0.7221851851851852,,ETo
2024-08-19,62,CA_303972,47,0.15,0.38,0.92,0.15,0.21,0.9010555555555556,,ETo
2024-08-19,63,CA_304258,72,0.19,0.43,0.94,0.19,-0.23,0.7683148148148148,,ETo
2024-08-19,64,CA_304688,72,0.21,0.49,0.94,0.21,-0.08,0.9880000000000001,,ETo
2024-08-19,65,CA_305684,204,0.2,0.52,0.64,0.2,-0.26,0.7494444444444445,,ETo
2024-08-19,66,CA_306027,204,0.13,0.31,0.94,0.13,-0.15,0.5748333333333334,,ETo
2024-08-19,67,CA_306521,204,0.18,0.42,0.74,0.18,-0.55,0.5694259259259261,,ETo
2024-08-19,68,CA_307370,204,0.1,0.3,0.94,0.1,0.6,0.9588888888888886,,ETo
2024-08-19,69,CA_307376,204,0.1,0.3,0.94,0.1,0.6,0.9588888888888886,,ETo
2024-08-19,70,CA_307472,204,0.1,0.3,0.94,0.1,0.58,0.9533333333333333,,ETo
2024-08-19,71,CA_307774,204,0.15,0.35,0.86,0.15,-0.61,0.4843333333333331,,ETo
2024-08-19,72,CA_32080,75,0.12,0.34,0.92,0.09,0.61,1.1739814814814813,,ETo
2024-08-19,73,CA_32260,61,0.12,0.33,0.93,0.08,0.61,1.097685185185185,,ETo
2024-08-19,74,CA_32418,47,0.14,0.35,0.97,0.12,0.47,1.0146111111111111,,ETo
2024-08-19,75,CA_32637,47,0.13,0.35,0.93,0.08,0.65,1.2463518518518513,,ETo
2024-08-19,76,CA_32667,61,0.12,0.33,0.96,0.1,0.61,1.0869629629629631,,ETo
2024-08-19,77,CA_35772,36,0.12,0.32,0.93,0.08,0.62,1.0687037037037037,,ETo
2024-08-19,78,CA_36095,61,0.13,0.36,0.96,0.13,0.4,0.956314814814815,,ETo
2024-08-19,79,CA_36121,47,0.13,0.35,0.95,0.12,0.45,0.967092592592593,,ETo
2024-08-19,80,CA_36281,61,0.12,0.34,0.94,0.11,0.51,1.02337037037037,,ETo
2024-08-19,81,CA_36850,61,0.12,0.34,0.95,0.11,0.51,0.9972592592592595,,ETo
2024-08-19,82,CA_36898,37,0.13,0.34,0.94,0.1,0.49,0.980962962962963,,ETo
2024-08-19,83,CA_36982,241,0.12,0.34,0.95,0.11,0.51,0.9972592592592595,,ETo
2024-08-19,84,CA_37400,61,0.14,0.37,0.93,0.1,0.58,1.2022777777777778,,ETo
2024-08-19,85,CA_37674,47,0.13,0.35,0.96,0.13,0.52,1.0239629629629627,,ETo
2024-08-19,86,CA_37683,61,0.13,0.38,0.93,0.11,0.57,1.2206666666666668,,ETo
2024-08-19,87,CA_37890,241,0.13,0.34,0.95,0.11,0.56,1.0426851851851853,,ETo
2024-08-19,88,CA_38650,47,0.12,0.33,0.94,0.11,0.52,0.990574074074074,,ETo
2024-08-19,89,CA_38734,204,0.13,0.36,0.96,0.13,0.42,0.9647777777777776,,ETo
2024-08-19,90,CA_38912,69,0.14,0.37,0.96,0.14,0.48,1.0169074074074076,,ETo
2024-08-19,91,CA_39031,69,0.14,0.37,0.97,0.14,0.46,1.0192037037037036,,ETo
2024-08-19,92,CA_39032,69,0.13,0.35,0.96,0.13,0.52,1.0239629629629627,,ETo
2024-08-19,93,CA_39770,69,0.11,0.27,0.98,0.05,0.7,0.9997592592592591,,ETo
2024-08-19,94,CA_40009,69,0.14,0.34,0.97,0.11,0.51,1.038111111111111,,ETo
2024-08-19,95,CA_41244,69,0.22,0.51,-0.54,0.03,-0.0,1.0186296296296293,,ETo
2024-08-19,96,CA_41458,69,0.22,0.53,-0.37,0.09,-0.07,1.0352777777777777,,ETo
2024-08-19,97,CA_41682,69,0.12,0.32,0.95,0.08,0.68,1.151462962962963,,ETo
2024-08-19,98,CA_42021,69,0.12,0.31,0.97,0.1,0.61,1.032796296296296,,ETo
2024-08-19,99,CA_42143,69,0.13,0.35,0.96,0.13,0.55,1.038925925925926,,ETo
2024-08-19,100,CA_298397,75,0.22,0.33,-0.59,-0.22,-1.0,0.12414814814814817,,ET
2024-08-19,101,CA_299395,75,0.26,0.73,-0.7,-0.21,0.32,1.582944444444445,,ET
2024-08-19,102,CA_299467,75,0.28,0.56,0.93,0.28,-0.74,0.7003333333333334,,ET
2024-08-19,103,CA_300271,75,0.11,0.18,0.63,0.11,0.72,0.4253333333333334,,ET
2024-08-19,104,CA_300581,75,0.33,0.82,-0.75,-0.33,0.03,1.5796666666666666,,ET
2024-08-19,105,CA_300893,75,0.28,0.84,-0.8,-0.26,-1.0,0.999111111111111,,ET
2024-08-19,106,CA_301734,75,0.25,0.7,-0.76,-0.2,-1.0,0.5840740740740741,,ET
2024-08-19,107,CA_301986,75,0.13,0.27,0.99,-0.08,0.66,0.6042962962962963,,ET
2024-08-19,108,CA_302388,75,0.61,0.77,-0.83,-0.61,-1.0,0.6384074074074074,,ET
2024-08-19,109,CA_302578,75,0.16,0.39,-0.85,0.15,-1.0,0.4481666666666668,,ET
2024-08-19,110,CA_302669,72,0.69,1.1,-0.29,-0.69,-0.98,1.1659814814814815,,ET
2024-08-19,111,CA_303433,72,0.07,0.14,-0.36,-0.07,0.99,2.6435925925925927,,ET
2024-08-19,112,CA_303972,47,0.15,0.28,-0.62,0.02,0.57,0.5568518518518519,,ET
2024-08-19,113,CA_304258,72,0.15,0.35,0.32,0.1,-0.48,0.542851851851852,,ET
2024-08-19,114,CA_304688,72,0.3,0.64,-0.81,-0.08,-1.0,0.7175925925925926,,ET
2024-08-19,115,CA_305684,204,0.19,0.36,-0.85,0.0,-1.0,0.429648148148148,,ET
2024-08-19,116,CA_306027,204,0.1,0.22,0.52,-0.08,0.67,0.6145000000000002,,ET
2024-08-19,117,CA_306521,204,0.14,0.33,-0.8,-0.11,0.85,1.5670925925925927,,ET
2024-08-19,118,CA_307370,204,0.25,0.7,-0.79,-0.18,-1.0,0.6974814814814815,,ET
2024-08-19,119,CA_307376,204,0.15,0.26,0.91,0.15,-0.09,0.33096296296296296,,ET
2024-08-19,120,CA_307472,204,0.13,0.26,0.73,-0.0,0.88,1.3176111111111108,,ET
2024-08-19,121,CA_307774,204,0.27,0.49,0.54,0.27,-1.0,0.41518518518518527,,ET
2024-08-19,122,CA_32080,75,0.22,0.44,0.93,-0.17,0.32,0.6667777777777776,,ET
2024-08-19,123,CA_32260,61,0.17,0.33,0.94,0.05,0.47,0.7323703703703703,,ET
2024-08-19,124,CA_32418,47,0.44,0.78,-1.0,0.44,-1.0,0.849925925925926,,ET
2024-08-19,125,CA_32637,47,0.22,0.48,0.93,0.22,0.16,0.9627037037037036,,ET
2024-08-19,126,CA_32667,61,0.24,0.5,0.95,0.24,-0.25,0.8305555555555557,,ET
2024-08-19,127,CA_35772,36,0.23,0.49,-0.52,-0.02,-0.33,0.5690925925925926,,ET
2024-08-19,128,CA_36095,61,0.73,1.62,-0.78,-0.73,-1.0,0.8930370370370371,,ET
2024-08-19,129,CA_36121,47,0.14,0.29,0.99,0.04,0.5,0.745259259259259,,ET
2024-08-19,130,CA_36281,61,0.16,0.34,-0.4,-0.04,-0.55,0.37972222222222207,,ET
2024-08-19,131,CA_36850,61,0.24,0.45,-0.56,-0.03,-0.41,0.5577037037037038,,ET
2024-08-19,132,CA_36898,37,0.31,0.59,-0.59,0.07,-0.88,0.7397777777777778,,ET
2024-08-19,133,CA_36982,241,0.21,0.46,0.88,-0.21,-0.54,0.4972407407407407,,ET
2024-08-19,134,CA_37400,61,0.2,0.47,-0.62,-0.17,0.66,1.2457777777777779,,ET
2024-08-19,135,CA_37674,47,1.31,1.89,-0.74,1.31,-1.0,1.6817037037037037,,ET
2024-08-19,136,CA_37683,61,0.39,0.66,-0.58,0.03,-0.17,0.6927777777777777,,ET
2024-08-19,137,CA_37890,241,0.23,0.49,-0.62,0.07,-1.0,0.5767037037037037,,ET
2024-08-19,138,CA_38650,47,1.82,2.25,-0.26,1.82,0.52,4.008740740740741,,ET
2024-08-19,139,CA_38734,204,0.28,0.5,-0.4,0.11,0.58,1.196833333333333,,ET
2024-08-19,140,CA_38912,69,0.34,0.67,0.99,0.34,-1.0,0.646203703703704,,ET
2024-08-19,141,CA_39031,69,0.1,0.18,0.45,-0.06,0.93,0.9398333333333334,,ET
2024-08-19,142,CA_39032,69,0.2,0.36,-0.63,0.01,-0.83,0.4096481481481482,,ET
2024-08-19,143,CA_39770,69,0.54,1.1,0.94,-0.54,-1.0,0.9349074074074073,,ET
2024-08-19,144,CA_40009,69,0.33,0.75,-0.54,0.33,0.23,1.5487592592592592,,ET
2024-08-19,145,CA_41244,69,0.53,1.01,-0.2,0.53,-1.0,1.0020555555555555,,ET
2024-08-19,146,CA_41458,69,0.26,0.56,0.43,0.22,-0.02,0.8324999999999999,,ET
2024-08-19,147,CA_41682,69,0.1,0.15,0.87,0.1,0.27,0.18485185185185185,,ET
2024-08-19,148,CA_42021,69,0.34,0.71,-0.81,0.23,-1.0,0.7230555555555555,,ET
2024-08-19,149,CA_42143,69,0.24,0.51,0.98,0.24,0.43,0.955925925925926,,ET
2024-08-26,0,CA_298397,75,0.13,0.09,-0.55,-0.13,0.33,0.06555555555555555,,ETof
2024-08-26,1,CA_299395,75,0.07,0.07,-0.99,-0.04,0.93,0.2465185185185185,,ETof
2024-08-26,2,CA_299467,75,0.39,0.35,-0.72,-0.39,-1.0,0.05240740740740738,,ETof
2024-08-26,3,CA_300271,75,0.05,0.03,-0.27,-0.02,0.76,0.037814814814814836,,ETof
2024-08-26,4,CA_300581,75,0.18,0.16,-0.94,-0.18,0.81,0.32575925925925925,,ETof
2024-08-26,5,CA_300893,75,0.14,0.14,0.89,-0.14,0.52,0.19374074074074074,,ETof
2024-08-26,6,CA_301734,75,0.11,0.1,-0.89,-0.11,-0.36,0.07788888888888894,,ETof
2024-08-26,7,CA_301986,75,0.09,0.08,0.81,-0.08,0.83,0.14785185185185193,,ETof
2024-08-26,8,CA_302388,75,0.29,0.17,-0.8,-0.29,-0.92,0.07525925925925923,,ETof
2024-08-26,9,CA_302578,75,0.03,0.03,0.69,-0.03,0.19,0.029574074074074048,,ETof
2024-08-26,10,CA_302669,72,0.38,0.28,-0.98,-0.38,-0.28,0.16457407407407407,,ETof
2024-08-26,11,CA_303433,72,0.09,0.06,-0.03,-0.09,0.99,0.381,,ETof
2024-08-26,12,CA_303972,47,0.08,0.07,-0.95,-0.08,-0.76,0.04118518518518518,,ETof
2024-08-26,13,CA_304258,72,0.03,0.03,0.96,-0.03,0.83,0.06824074074074071,,ETof
2024-08-26,14,CA_304688,72,0.07,0.06,0.99,-0.07,-1.0,0.013648148148148168,,ETof
2024-08-26,15,CA_305684,204,0.05,0.04,0.57,0.05,0.51,0.05331481481481478,,ETof
2024-08-26,16,CA_306027,204,0.01,0.01,-0.24,0.0,1.0,0.11501851851851852,,ETof
2024-08-26,17,CA_306521,204,0.06,0.05,-0.52,-0.06,0.98,0.32690740740740737,,ETof
2024-08-26,18,CA_307370,204,0.04,0.04,0.99,-0.04,-1.0,0.010481481481481444,,ETof
2024-08-26,19,CA_307376,204,0.06,0.05,0.08,0.06,-1.0,0.008648148148148155,,ETof
2024-08-26,20,CA_307472,204,0.07,0.06,0.98,0.05,0.94,0.21327777777777776,,ETof
2024-08-26,21,CA_307774,204,0.25,0.2,-0.86,0.25,-1.0,0.0767407407407407,,ETof
2024-08-26,22,CA_32080,75,0.49,0.35,0.3,-0.49,-1.0,0.11622222222222223,,ETof
2024-08-26,23,CA_32260,61,0.13,0.09,-0.28,-0.13,0.15,0.0736851851851852,,ETof
2024-08-26,24,CA_32418,47,0.03,0.03,-0.12,0.03,-0.1,0.020388888888888845,,ETof
2024-08-26,25,CA_32637,47,0.18,0.16,0.98,0.18,-1.0,0.07612962962962962,,ETof
2024-08-26,26,CA_32667,61,0.1,0.1,0.86,0.1,-1.0,0.019592592592592644,,ETof
2024-08-26,27,CA_35772,36,0.28,0.23,-0.47,-0.28,-0.43,0.16211111111111107,,ETof
2024-08-26,28,CA_36095,61,0.92,0.85,0.93,-0.92,-1.0,0.2418888888888889,,ETof
2024-08-26,29,CA_36121,47,0.11,0.11,1.0,0.11,-1.0,0.02157407407407408,,ETof
2024-08-26,30,CA_36281,61,0.07,0.06,-0.5,-0.04,0.82,0.11888888888888886,,ETof
2024-08-26,31,CA_36850,61,0.1,0.11,-0.96,0.07,-1.0,0.040500000000000015,,ETof
2024-08-26,32,CA_36898,37,0.02,0.02,0.94,0.02,0.82,0.04242592592592592,,ETof
2024-08-26,33,CA_36982,241,0.15,0.15,-0.95,0.0,-0.77,0.0851111111111111,,ETof
2024-08-26,34,CA_37400,61,0.05,0.04,-1.0,-0.05,0.97,0.19938888888888887,,ETof
2024-08-26,35,CA_37674,47,0.7,0.54,0.42,0.7,-1.0,0.2793703703703703,,ETof
2024-08-26,36,CA_37683,61,1.12,0.78,0.7,-1.12,-1.0,0.17268518518518525,,ETof
2024-08-26,37,CA_37890,241,0.12,0.13,-0.88,0.12,-1.0,0.04729629629629628,,ETof
2024-08-26,38,CA_38650,47,0.79,0.55,-0.47,0.79,0.54,0.5710925925925926,,ETof
2024-08-26,39,CA_38734,204,0.18,0.15,-0.51,-0.18,-0.41,0.10098148148148146,,ETof
2024-08-26,40,CA_38912,69,0.52,0.43,0.97,0.52,-1.0,0.11540740740740744,,ETof
2024-08-26,41,CA_39031,69,0.03,0.02,0.89,0.02,0.98,0.12268518518518519,,ETof
2024-08-26,42,CA_39032,69,0.18,0.15,0.73,0.18,-1.0,0.013333333333333364,,ETof
2024-08-26,43,CA_39770,69,0.02,0.02,-0.14,-0.02,0.99,0.15162962962962964,,ETof
2024-08-26,44,CA_40009,69,0.16,0.14,0.78,0.16,-0.38,0.10742592592592592,,ETof
2024-08-26,45,CA_41244,69,0.14,0.12,0.88,-0.14,-1.0,0.02838888888888887,,ETof
2024-08-26,46,CA_41458,69,0.09,0.1,-1.0,0.05,0.68,0.14129629629629628,,ETof
2024-08-26,47,CA_41682,69,0.06,0.04,-0.8,-0.03,-0.13,0.028203703703703693,,ETof
2024-08-26,48,CA_42021,69,0.08,0.07,0.62,-0.08,0.78,0.12107407407407413,,ETof
2024-08-26,49,CA_42143,69,0.08,0.07,-0.99,-0.04,0.91,0.18688888888888888,,ETof
2024-08-26,50,CA_298397,75,0.15,0.37,0.15,0.09,-1.0,0.40740740740740744,,ETo
2024-08-26,51,CA_299395,75,0.07,0.18,-0.63,-0.02,0.28,0.44803703703703696,,ETo
2024-08-26,52,CA_299467,75,0.07,0.18,-0.59,-0.02,0.27,0.45138888888888884,,ETo
2024-08-26,53,CA_300271,75,0.1,0.28,-0.81,-0.02,0.07,0.5857962962962963,,ETo
2024-08-26,54,CA_300581,75,0.12,0.3,-0.97,-0.04,0.03,0.6275925925925927,,ETo
2024-08-26,55,CA_300893,75,0.1,0.28,0.14,-0.1,-0.08,0.5482407407407407,,ETo
2024-08-26,56,CA_301734,75,0.12,0.3,-0.97,-0.04,0.03,0.6275925925925927,,ETo
2024-08-26,57,CA_301986,75,0.09,0.27,-0.92,0.02,0.03,0.5096666666666664,,ETo
2024-08-26,58,CA_302388,75,0.1,0.27,-0.96,-0.01,0.09,0.5697407407407405,,ETo
2024-08-26,59,CA_302578,75,0.15,0.35,-0.73,0.14,-1.0,0.41033333333333344,,ETo
2024-08-26,60,CA_302669,72,0.09,0.25,-0.86,-0.06,0.02,0.5286851851851853,,ETo
2024-08-26,61,CA_303433,72,0.08,0.23,0.1,-0.05,0.36,0.5328333333333332,,ETo
2024-08-26,62,CA_303972,47,0.12,0.31,-0.94,-0.04,-0.04,0.6147592592592593,,ETo
2024-08-26,63,CA_304258,72,0.07,0.19,0.05,-0.04,0.41,0.4446111111111109,,ETo
2024-08-26,64,CA_304688,72,0.12,0.29,-0.84,-0.01,0.08,0.6184629629629628,,ETo
2024-08-26,65,CA_305684,204,0.22,0.5,0.93,0.22,-1.0,0.36522222222222184,,ETo
2024-08-26,66,CA_306027,204,0.12,0.27,-0.4,0.08,-0.23,0.4342222222222225,,ETo
2024-08-26,67,CA_306521,204,0.06,0.17,0.03,0.02,0.34,0.39981481481481485,,ETo
2024-08-26,68,CA_307370,204,0.11,0.3,-0.93,-0.04,-0.03,0.5657407407407403,,ETo
2024-08-26,69,CA_307376,204,0.11,0.3,-0.93,-0.04,-0.03,0.5657407407407403,,ETo
2024-08-26,70,CA_307472,204,0.11,0.29,-0.94,-0.04,-0.0,0.5678888888888886,,ETo
2024-08-26,71,CA_307774,204,0.17,0.39,-0.26,0.15,-1.0,0.5211666666666664,,ETo
2024-08-26,72,CA_32080,75,0.06,0.17,0.64,-0.04,0.69,0.5964259259259261,,ETo
2024-08-26,73,CA_32260,61,0.18,0.42,0.16,-0.18,-1.0,0.5477777777777776,,ETo
2024-08-26,74,CA_32418,47,0.06,0.14,-0.4,-0.01,0.58,0.4460925925925925,,ETo
2024-08-26,75,CA_32637,47,0.07,0.21,0.52,-0.07,0.5,0.5932777777777777,,ETo
2024-08-26,76,CA_32667,61,0.08,0.2,-0.47,-0.03,0.42,0.5427592592592596,,ETo
2024-08-26,77,CA_35772,36,0.19,0.44,0.11,-0.19,-0.84,0.647222222222222,,ETo
2024-08-26,78,CA_36095,61,0.15,0.32,0.24,-0.15,-1.0,0.40170370370370395,,ETo
2024-08-26,79,CA_36121,47,0.16,0.35,0.1,-0.16,-1.0,0.44061111111111134,,ETo
2024-08-26,80,CA_36281,61,0.17,0.38,0.08,-0.17,-1.0,0.507537037037037,,ETo
2024-08-26,81,CA_36850,61,0.16,0.36,0.26,-0.16,-0.93,0.48720370370370364,,ETo
2024-08-26,82,CA_36898,37,0.17,0.38,0.17,-0.17,-0.79,0.5645370370370371,,ETo
2024-08-26,83,CA_36982,241,0.16,0.36,0.26,-0.16,-0.93,0.48720370370370364,,ETo
2024-08-26,84,CA_37400,61,0.17,0.41,0.25,-0.17,-1.0,0.5533333333333333,,ETo
2024-08-26,85,CA_37674,47,0.06,0.15,-0.28,-0.02,0.66,0.4642777777777776,,ETo
2024-08-26,86,CA_37683,61,0.06,0.16,0.42,-0.04,0.66,0.5259444444444447,,ETo
2024-08-26,87,CA_37890,241,0.06,0.15,0.13,-0.03,0.68,0.4833888888888887,,ETo
2024-08-26,88,CA_38650,47,0.04,0.1,0.07,-0.02,0.82,0.43390740740740713,,ETo
2024-08-26,89,CA_38734,204,0.04,0.11,-0.03,0.02,0.73,0.3843148148148147,,ETo
2024-08-26,90,CA_38912,69,0.07,0.16,-0.46,-0.01,0.6,0.4737592592592595,,ETo
2024-08-26,91,CA_39031,69,0.07,0.15,-0.37,-0.02,0.67,0.486148148148148,,ETo
