field_id,crop,mae,rmse,corr,bias,skill_score,variable
CA_252711,69,0.83,1.05,0.69,-0.31,0.77,ETo
CA_252716,47,0.99,1.28,0.74,-0.39,0.82,ETo
CA_252720,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_252751,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_252753,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_252754,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_252774,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_252809,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_252828,69,0.87,1.11,0.71,-0.41,0.78,ETo
CA_252861,47,0.87,1.1,0.75,-0.12,0.84,ETo
CA_252874,47,1.0,1.28,0.75,-0.34,0.84,ETo
CA_252887,47,0.97,1.23,0.77,-0.22,0.85,ETo
CA_252904,47,1.03,1.32,0.8,-0.36,0.87,ETo
CA_252913,47,0.93,1.21,0.83,-0.07,0.9,ETo
CA_252919,61,0.89,1.17,0.83,-0.12,0.9,ETo
CA_252928,61,0.93,1.22,0.82,-0.17,0.89,ETo
CA_252935,61,0.79,1.04,0.86,-0.06,0.92,ETo
CA_252973,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_253002,47,0.69,0.87,0.8,-0.3,0.86,ETo
CA_253025,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_253047,61,0.68,0.83,0.6,-0.47,0.53,ETo
CA_253072,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_253080,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_253113,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_253132,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_253184,61,0.64,0.82,0.58,-0.34,0.61,ETo
CA_253185,61,0.72,0.91,0.55,-0.45,0.56,ETo
CA_253223,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_253254,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_253275,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_253284,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_253303,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_253321,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_253339,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_253386,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_253399,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_253402,47,0.59,0.72,0.59,-0.42,0.45,ETo
CA_253417,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_253433,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_253441,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_253496,47,0.91,1.14,0.52,-0.56,0.54,ETo
CA_253515,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_253537,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_253541,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_253544,47,0.51,0.65,0.55,-0.28,0.56,ETo
CA_253554,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_253559,61,0.59,0.72,0.59,-0.42,0.45,ETo
CA_253578,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_253591,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_253596,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_253611,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_253621,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_253625,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_253638,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_253662,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_253663,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_253711,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_253715,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_253717,47,0.59,0.72,0.59,-0.42,0.45,ETo
CA_253734,47,0.59,0.72,0.59,-0.42,0.45,ETo
CA_253756,47,0.53,0.66,0.57,-0.35,0.49,ETo
CA_253764,47,0.62,0.77,0.65,-0.39,0.62,ETo
CA_253781,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_253799,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_253839,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_253853,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_253873,47,0.43,0.54,0.66,-0.34,0.46,ETo
CA_253884,47,0.63,0.78,0.73,-0.4,0.74,ETo
CA_253894,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_254100,47,0.51,0.65,0.55,-0.28,0.56,ETo
CA_254124,69,0.65,0.8,0.58,-0.44,0.51,ETo
CA_254144,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_254149,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_254152,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_254227,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254268,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_254271,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_254272,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_254279,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_254360,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_254370,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_254377,47,0.63,0.78,0.73,-0.4,0.74,ETo
CA_254422,47,0.59,0.75,0.56,-0.34,0.56,ETo
CA_254432,47,0.6,0.74,0.75,-0.38,0.76,ETo
CA_254458,47,0.91,1.14,0.52,-0.56,0.54,ETo
CA_254498,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254510,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_254515,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_254518,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254519,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_254527,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_254551,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_254559,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_254587,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_254636,61,0.82,1.02,0.53,-0.53,0.52,ETo
CA_254644,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_254693,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_254714,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_254743,47,0.94,1.18,0.57,-0.57,0.6,ETo
CA_254750,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_254806,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254812,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_254821,61,0.91,1.14,0.52,-0.56,0.54,ETo
CA_254824,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_254835,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_254902,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254906,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_254907,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_254945,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_254976,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_255008,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_255026,47,0.59,0.72,0.59,-0.42,0.45,ETo
CA_255027,47,0.72,0.91,0.55,-0.45,0.56,ETo
CA_255029,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_255030,61,0.65,0.8,0.58,-0.44,0.51,ETo
CA_255093,61,0.65,0.8,0.58,-0.44,0.51,ETo
CA_255140,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_255156,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_255193,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_255232,61,0.59,0.75,0.56,-0.34,0.56,ETo
CA_255250,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_255269,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_255306,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_255318,47,0.82,1.02,0.53,-0.53,0.52,ETo
CA_255325,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_255330,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_255334,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_255431,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_255440,61,0.53,0.66,0.57,-0.35,0.49,ETo
CA_255441,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_255460,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_255462,47,0.55,0.66,0.65,-0.45,0.36,ETo
CA_255465,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_255483,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_255489,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_255542,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_255586,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_255591,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_255613,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_255614,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_255637,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_255679,47,0.64,0.82,0.61,-0.32,0.67,ETo
CA_255711,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_255715,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_255803,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_255809,47,0.83,1.03,0.59,-0.48,0.62,ETo
CA_255822,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_255846,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_255854,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_255872,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_255878,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_255892,47,0.72,0.91,0.55,-0.45,0.56,ETo
CA_255905,47,0.55,0.66,0.65,-0.45,0.36,ETo
CA_255916,47,0.72,0.91,0.55,-0.45,0.56,ETo
CA_255947,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_255974,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_255975,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_255991,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_256027,37,0.64,0.82,0.61,-0.32,0.67,ETo
CA_256030,122,0.64,0.82,0.61,-0.32,0.67,ETo
CA_256046,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_256050,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_256053,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_256064,47,0.51,0.65,0.55,-0.28,0.56,ETo
CA_256071,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_256082,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_256089,47,0.72,0.91,0.59,-0.41,0.63,ETo
CA_256093,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_256100,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_256102,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_256144,47,0.5,0.62,0.59,-0.42,0.32,ETo
CA_256148,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_256150,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_256155,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_256172,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_256198,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256202,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_256212,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256219,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256246,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_256259,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_256271,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_256317,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_256318,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_256328,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_256346,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_256367,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_256369,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_256383,47,0.53,0.66,0.57,-0.35,0.49,ETo
CA_256391,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_256395,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_256421,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_256432,47,0.64,0.82,0.61,-0.32,0.67,ETo
CA_256444,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_256500,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_256509,47,0.62,0.79,0.71,-0.34,0.74,ETo
CA_256514,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_256549,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_256559,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_256575,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_256633,47,0.63,0.78,0.73,-0.4,0.74,ETo
CA_256638,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256646,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_256651,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_256687,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_256692,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_256702,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_256730,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256834,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_256837,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_256840,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_256852,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_256896,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_256907,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_256983,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_256999,47,0.53,0.66,0.57,-0.35,0.49,ETo
CA_257010,47,0.51,0.65,0.55,-0.28,0.56,ETo
CA_257080,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_257085,47,0.6,0.74,0.75,-0.38,0.76,ETo
CA_257126,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_257133,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_257149,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_257156,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_257167,47,0.91,1.14,0.52,-0.56,0.54,ETo
CA_257223,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_257225,47,0.56,0.68,0.65,-0.42,0.47,ETo
CA_257269,47,0.64,0.78,0.58,-0.47,0.41,ETo
CA_257353,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_257373,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_257409,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_257422,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_257433,47,0.85,1.05,0.55,-0.51,0.59,ETo
CA_257444,47,0.45,0.56,0.65,-0.33,0.49,ETo
CA_257449,47,0.47,0.59,0.59,-0.32,0.48,ETo
CA_257473,47,0.55,0.66,0.65,-0.45,0.36,ETo
CA_257484,47,0.55,0.66,0.65,-0.45,0.36,ETo
CA_257489,47,0.55,0.66,0.65,-0.45,0.36,ETo
CA_257552,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_257575,61,0.85,1.05,0.55,-0.51,0.59,ETo
CA_257597,47,0.72,0.91,0.55,-0.45,0.56,ETo
CA_257602,47,0.72,0.91,0.55,-0.45,0.56,ETo
CA_257603,47,0.78,0.98,0.58,-0.46,0.61,ETo
CA_257622,47,0.64,0.82,0.58,-0.34,0.61,ETo
CA_257626,61,0.72,0.91,0.59,-0.41,0.63,ETo
CA_257648,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_257652,47,0.68,0.83,0.6,-0.47,0.53,ETo
CA_257714,47,0.56,0.67,0.61,-0.41,0.41,ETo
CA_257741,47,0.67,0.85,0.64,-0.42,0.65,ETo
CA_257744,47,0.91,1.14,0.52,-0.56,0.54,ETo
CA_257756,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_257772,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_257773,47,0.56,0.71,0.58,-0.3,0.6,ETo
CA_257789,47,0.65,0.8,0.58,-0.44,0.51,ETo
CA_257811,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_257846,47,0.64,0.82,0.61,-0.32,0.67,ETo
CA_257924,47,0.82,1.02,0.53,-0.53,0.52,ETo
CA_257925,47,0.43,0.54,0.66,-0.34,0.46,ETo
CA_257950,47,0.61,0.75,0.63,-0.45,0.49,ETo
CA_257978,47,0.58,0.69,0.68,-0.42,0.58,ETo
CA_257983,47,0.58,0.71,0.69,-0.38,0.66,ETo
CA_258017,47,0.59,0.75,0.71,-0.34,0.72,ETo
CA_258026,61,0.79,0.99,0.7,-0.26,0.78,ETo
CA_420761,215,0.84,1.05,0.78,-0.26,0.86,ETo
CA_420765,211,0.92,1.22,0.82,-0.21,0.89,ETo
CA_420780,72,0.82,1.03,0.72,-0.24,0.8,ETo
CA_420782,72,0.84,1.05,0.78,-0.26,0.86,ETo
CA_420803,72,0.87,1.08,0.72,-0.27,0.78,ETo
CA_420824,72,0.84,1.05,0.78,-0.26,0.86,ETo
CA_420843,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_420876,215,0.84,1.05,0.78,-0.26,0.86,ETo
CA_420910,211,0.85,1.12,0.84,-0.06,0.9,ETo
CA_420924,68,0.64,0.82,0.61,-0.32,0.67,ETo
CA_244000,47,1.57,1.96,0.35,-0.22,0.47,ET
CA_244018,47,1.46,1.76,0.0,-0.62,-0.27,ET
CA_244025,47,0.87,1.07,0.39,-0.29,0.16,ET
CA_244035,69,0.54,0.7,0.4,0.39,0.27,ET
CA_244053,47,0.77,1.01,0.54,-0.48,0.24,ET
CA_244054,69,0.61,0.84,0.76,0.45,0.69,ET
CA_244073,47,1.07,1.39,0.3,0.02,0.51,ET
CA_244077,47,1.1,1.44,0.37,-0.72,0.26,ET
CA_244102,47,0.93,1.19,0.06,-0.08,0.39,ET
CA_244108,47,0.56,0.7,0.73,0.2,0.83,ET
CA_244113,47,0.88,1.29,0.65,0.25,0.73,ET
CA_244144,61,0.86,1.15,-0.03,0.07,-0.01,ET
CA_244148,69,0.66,0.91,0.6,0.35,0.6,ET
CA_244152,47,0.75,0.98,0.24,0.02,0.38,ET
CA_244172,69,0.62,0.8,0.42,0.17,0.28,ET
CA_244189,69,0.76,0.98,0.49,0.03,0.61,ET
CA_244207,47,0.84,1.07,0.49,-0.17,0.57,ET
CA_244212,47,1.56,1.79,0.22,-0.92,0.3,ET
CA_244216,47,0.91,1.07,0.45,-0.33,0.63,ET
CA_244229,47,1.33,1.64,0.29,1.0,0.23,ET
CA_244317,47,0.91,1.26,0.69,0.31,0.74,ET
CA_244323,47,0.56,0.71,0.38,0.29,0.39,ET
CA_244332,47,0.51,0.63,0.8,-0.28,0.8,ET
CA_244362,47,0.8,1.02,0.49,-0.22,0.66,ET
CA_244363,47,0.69,0.86,0.63,-0.31,0.53,ET
CA_244380,47,0.53,0.69,0.54,-0.01,0.7,ET
CA_244387,61,0.56,0.74,0.15,-0.06,0.34,ET
CA_244402,47,0.99,1.29,0.47,-0.51,0.31,ET
CA_244426,47,1.1,1.47,0.46,-0.73,0.25,ET
CA_244427,47,0.47,0.56,0.67,-0.29,0.77,ET
CA_244429,47,0.79,1.01,0.74,0.44,0.75,ET
CA_244437,47,0.43,0.64,0.36,0.02,0.49,ET
CA_244473,47,0.44,0.56,0.62,-0.08,0.77,ET
CA_244478,47,0.59,0.72,0.74,-0.44,0.65,ET
CA_244479,47,0.46,0.6,0.76,0.07,0.8,ET
CA_244491,47,0.67,0.92,0.59,-0.01,0.62,ET
CA_244504,47,1.06,1.34,0.43,0.1,0.5,ET
CA_244553,47,0.68,0.89,0.58,-0.4,0.73,ET
CA_244574,47,0.76,0.95,0.74,-0.5,0.78,ET
CA_244617,72,0.91,1.08,0.38,0.75,-0.3,ET
CA_244653,47,1.01,1.36,0.84,0.83,0.74,ET
CA_244673,47,0.92,1.2,0.4,-0.06,0.63,ET
CA_244686,47,0.75,0.98,0.6,-0.05,0.66,ET
CA_244748,47,1.06,1.31,0.46,-0.76,-0.11,ET
CA_244751,47,0.93,1.26,0.47,-0.64,0.24,ET
CA_244758,47,0.86,1.12,0.48,-0.41,0.26,ET
CA_244760,47,0.84,1.07,0.3,0.19,0.35,ET
CA_244773,47,0.64,0.8,0.41,-0.56,-0.07,ET
CA_244845,47,0.92,1.17,0.73,0.27,0.79,ET
CA_244849,47,0.77,0.93,0.8,-0.1,0.82,ET
CA_244870,47,0.45,0.56,0.75,0.18,0.73,ET
CA_244884,47,0.88,1.05,0.67,-0.74,0.61,ET
CA_244903,61,1.13,1.48,0.62,0.86,0.58,ET
CA_244909,47,0.97,1.3,0.53,0.19,0.66,ET
CA_244928,47,0.83,1.17,0.49,0.1,0.44,ET
CA_244948,47,0.8,1.04,0.74,0.29,0.7,ET
CA_244963,47,0.78,0.98,0.54,0.21,0.66,ET
CA_244988,47,1.84,2.37,-0.29,1.2,-0.46,ET
CA_245022,69,1.0,1.21,0.03,0.46,-0.39,ET
CA_245023,47,0.91,1.26,0.62,-0.82,0.51,ET
CA_245053,47,1.31,1.57,-0.4,0.24,-0.85,ET
CA_245078,47,1.31,1.62,0.12,-0.53,0.04,ET
CA_245112,47,0.97,1.27,0.37,-0.1,0.4,ET
CA_245140,61,0.58,0.74,0.14,0.15,0.21,ET
CA_245184,47,1.02,1.35,0.72,-0.56,0.63,ET
CA_245193,47,0.95,1.21,0.77,0.48,0.79,ET
CA_245281,47,0.87,1.06,0.72,-0.41,0.62,ET
CA_245291,47,0.61,0.8,0.56,0.03,0.71,ET
CA_245292,47,1.27,1.61,0.37,-0.08,0.55,ET
CA_245296,47,0.52,0.67,0.42,-0.37,0.48,ET
CA_245297,47,0.91,1.12,0.17,-0.0,0.11,ET
CA_245314,47,1.17,1.63,0.41,0.55,0.56,ET
CA_245345,47,1.0,1.22,0.27,-0.03,0.04,ET
CA_245432,47,0.67,0.88,0.64,-0.14,0.78,ET
CA_245450,47,1.0,1.31,-0.02,-0.42,0.18,ET
CA_245467,47,1.31,1.68,0.31,0.64,0.22,ET
CA_245511,69,0.6,0.77,0.67,-0.23,0.75,ET
CA_245526,47,1.07,1.35,0.6,-0.51,0.69,ET
CA_245529,47,1.06,1.34,0.55,-0.63,0.22,ET
CA_245543,61,1.37,1.58,-0.01,1.28,-1.02,ET
CA_245547,47,0.98,1.26,0.39,0.51,0.35,ET
CA_245553,47,0.81,1.04,0.35,-0.26,0.27,ET
CA_245558,47,0.99,1.16,0.45,-0.11,0.6,ET
CA_245568,47,0.69,0.92,0.79,-0.21,0.8,ET
CA_245588,47,0.75,1.05,0.83,0.56,0.84,ET
CA_245621,47,0.98,1.22,0.48,-0.66,0.49,ET
CA_245661,47,0.72,0.92,0.64,-0.33,0.72,ET
CA_245680,47,1.31,1.65,0.13,-0.16,-1.24,ET
CA_245684,47,1.49,1.81,0.14,-0.65,0.25,ET
CA_245691,47,1.12,1.39,0.31,-0.55,0.4,ET
CA_245696,47,0.93,1.25,0.27,0.35,0.57,ET
CA_245708,47,0.96,1.21,0.53,-0.42,0.57,ET
CA_245730,47,1.28,1.74,0.41,-0.08,0.42,ET
CA_245736,47,0.71,1.0,0.35,0.37,0.22,ET
CA_245782,47,1.27,1.48,-0.2,0.09,-0.26,ET
CA_245801,47,1.05,1.31,0.8,-0.91,0.4,ET
CA_245818,47,0.95,1.23,0.5,0.14,0.62,ET
CA_245835,47,1.19,1.71,0.45,0.94,0.46,ET
CA_245848,47,0.66,0.9,0.71,-0.41,0.75,ET
CA_245850,47,1.07,1.25,0.47,-0.2,0.56,ET
CA_245882,47,1.15,1.59,0.33,-0.66,-0.37,ET
CA_245905,47,1.42,1.64,0.69,-1.37,0.17,ET
CA_245928,47,1.62,1.85,0.24,-0.46,0.34,ET
CA_245955,69,0.93,1.22,-0.09,-0.54,-0.46,ET
CA_245992,69,0.62,0.79,0.45,-0.17,0.52,ET
CA_246012,37,1.08,1.37,0.2,-0.74,-0.08,ET
CA_246046,47,0.65,0.9,0.76,-0.44,0.79,ET
CA_246072,61,1.1,1.34,-0.3,0.89,0.17,ET
CA_246087,47,1.06,1.28,0.14,0.05,0.46,ET
CA_246089,61,1.07,1.25,0.39,-0.04,0.36,ET
CA_246123,69,0.61,0.79,0.41,0.26,0.52,ET
CA_246227,47,1.47,1.84,0.26,0.01,0.25,ET
CA_246235,61,0.72,0.83,0.22,-0.11,0.28,ET
CA_246318,47,1.04,1.27,0.65,-0.77,0.47,ET
CA_246321,69,0.57,0.71,0.81,0.18,0.83,ET
CA_246341,47,1.1,1.35,0.28,-0.11,0.36,ET
CA_246364,69,0.81,1.05,0.08,0.55,-0.12,ET
CA_246370,61,1.5,1.95,-0.04,-1.46,-2.35,ET
CA_246427,69,0.62,0.82,0.44,-0.31,0.58,ET
CA_246436,47,1.36,1.83,-0.0,-1.19,-0.37,ET
CA_246448,61,0.88,1.04,0.29,0.72,-1.91,ET
CA_246458,69,0.69,0.89,0.45,0.44,0.4,ET
CA_246473,69,0.56,0.77,0.78,0.1,0.84,ET
CA_246532,47,1.9,2.4,0.26,-1.86,-0.56,ET
CA_246533,69,0.51,0.63,0.84,0.34,0.86,ET
CA_246558,69,0.55,0.67,0.4,0.09,0.59,ET
CA_246568,69,0.99,1.23,0.14,-0.65,-1.39,ET
CA_246587,47,1.15,1.41,0.3,-0.71,0.33,ET
CA_246593,61,1.02,1.22,0.63,0.89,0.21,ET
CA_246614,47,1.0,1.41,0.47,-0.03,0.61,ET
CA_246665,47,1.62,2.04,-0.13,0.3,-0.21,ET
CA_246673,69,0.44,0.56,0.75,0.25,0.81,ET
CA_246679,69,0.77,1.04,0.27,0.18,0.4,ET
CA_246729,61,0.88,1.03,0.34,0.43,-0.31,ET
CA_246755,69,0.56,0.71,0.69,-0.1,0.8,ET
CA_246756,69,0.65,0.82,0.63,-0.03,0.74,ET
CA_246757,69,0.83,1.01,0.19,-0.67,-0.19,ET
CA_246801,47,0.86,1.12,0.8,-0.67,0.65,ET
CA_246807,61,0.81,1.0,0.74,0.36,0.46,ET
CA_246812,69,0.78,1.0,0.76,0.64,0.71,ET
CA_246835,69,0.47,0.62,0.89,-0.09,0.94,ET
CA_246861,47,1.04,1.36,0.28,-0.86,-1.29,ET
CA_246869,69,0.67,0.81,0.63,-0.07,0.73,ET
CA_246876,69,1.71,2.05,-0.64,1.5,-0.69,ET
CA_246910,69,0.72,0.93,0.66,0.58,0.65,ET
CA_246928,47,0.77,1.09,0.76,0.36,0.8,ET
CA_246965,47,1.32,1.65,0.15,-0.65,0.23,ET
CA_246967,61,0.63,0.91,0.67,-0.55,-0.12,ET
CA_246992,47,0.59,0.72,0.79,0.05,0.85,ET
CA_247003,69,0.64,0.87,0.39,0.32,0.36,ET
CA_247012,47,2.05,2.58,-0.15,-1.06,-2.97,ET
CA_247066,47,1.43,1.86,-0.09,0.69,-0.31,ET
CA_247155,47,0.84,1.02,0.5,0.04,0.52,ET
CA_247159,47,1.18,1.53,0.33,-0.05,0.33,ET
CA_247174,69,0.98,1.13,-0.22,-0.42,-0.4,ET
CA_247196,69,0.69,0.93,0.76,0.24,0.8,ET
