field_id,crop,mae,rmse,corr,bias,skill_score,variable
CA_244751,47,0.95,1.19,0.6,-0.52,0.67,ETo
CA_244758,47,0.63,0.78,0.73,-0.4,0.74,ETo
CA_244760,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_244773,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_244845,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_244849,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_244870,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_244884,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_244903,61,0.95,1.19,0.6,-0.52,0.67,ETo
CA_244909,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_244928,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_244948,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_244963,47,0.63,0.78,0.73,-0.4,0.74,ETo
CA_244988,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245022,69,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245023,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245053,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245078,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245112,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_245140,61,0.66,0.83,0.71,-0.27,0.78,ETo
CA_245184,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245193,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245281,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245291,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245292,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245296,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245297,47,0.75,0.95,0.62,-0.41,0.67,ETo
CA_245314,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245345,47,0.68,0.85,0.73,-0.29,0.8,ETo
CA_245432,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245450,47,0.67,0.84,0.79,-0.31,0.85,ETo
CA_245467,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245511,69,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245526,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245529,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_245543,61,0.76,0.95,0.63,-0.39,0.72,ETo
CA_245547,47,0.68,0.85,0.73,-0.29,0.8,ETo
CA_245553,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245558,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245568,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245588,47,0.68,0.85,0.73,-0.29,0.8,ETo
CA_245621,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245661,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245680,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245684,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_245691,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245696,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245708,47,1.06,1.31,0.52,-0.64,0.57,ETo
CA_245730,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245736,47,0.95,1.19,0.6,-0.52,0.67,ETo
CA_245782,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_245801,47,0.67,0.84,0.79,-0.31,0.85,ETo
CA_245818,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245835,47,0.95,1.19,0.6,-0.52,0.67,ETo
CA_245848,47,0.64,0.81,0.71,-0.35,0.75,ETo
CA_245850,47,0.77,0.97,0.67,-0.36,0.75,ETo
CA_245882,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_245905,47,0.82,1.03,0.72,-0.24,0.8,ETo
CA_245928,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_245955,69,1.09,1.34,0.58,-0.62,0.63,ETo
CA_245992,69,1.09,1.34,0.58,-0.62,0.63,ETo
CA_246012,37,0.78,0.98,0.71,-0.29,0.79,ETo
CA_246046,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_246072,61,1.05,1.35,0.63,-0.51,0.71,ETo
CA_246087,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_246089,61,0.9,1.19,0.84,-0.11,0.9,ETo
CA_246123,69,0.79,0.99,0.7,-0.26,0.78,ETo
CA_246227,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_246235,61,0.87,1.09,0.72,-0.29,0.78,ETo
CA_246318,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_246321,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_246341,47,0.86,1.09,0.66,-0.31,0.72,ETo
CA_246364,69,1.02,1.33,0.78,-0.37,0.85,ETo
CA_246370,61,0.9,1.19,0.83,-0.16,0.9,ETo
CA_246427,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_246436,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_246448,61,0.92,1.2,0.83,-0.15,0.9,ETo
CA_246458,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_246473,69,0.82,1.03,0.72,-0.24,0.8,ETo
CA_246532,47,1.02,1.29,0.74,-0.4,0.82,ETo
CA_246533,69,0.86,1.09,0.66,-0.31,0.72,ETo
CA_246558,69,0.95,1.2,0.74,-0.34,0.82,ETo
CA_246568,69,0.9,1.19,0.84,-0.11,0.9,ETo
CA_246587,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_246593,61,0.91,1.21,0.83,-0.14,0.9,ETo
CA_246614,47,0.94,1.19,0.73,-0.34,0.81,ETo
CA_246665,47,1.0,1.26,0.73,-0.3,0.81,ETo
CA_246673,69,0.95,1.18,0.69,-0.42,0.74,ETo
CA_246679,69,1.02,1.33,0.78,-0.37,0.85,ETo
CA_246729,61,1.03,1.32,0.8,-0.36,0.87,ETo
CA_246755,69,1.05,1.35,0.63,-0.51,0.71,ETo
CA_246756,69,1.03,1.32,0.8,-0.36,0.87,ETo
CA_246757,69,0.94,1.19,0.73,-0.34,0.81,ETo
CA_246801,47,0.83,1.05,0.72,-0.21,0.8,ETo
CA_246807,61,0.92,1.22,0.82,-0.21,0.89,ETo
CA_246812,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_246835,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_246861,47,0.83,1.04,0.76,-0.22,0.83,ETo
CA_246869,69,1.1,1.41,0.74,-0.59,0.8,ETo
CA_246876,69,0.96,1.25,0.83,-0.19,0.9,ETo
CA_246910,69,0.96,1.25,0.83,-0.19,0.9,ETo
CA_246928,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_246965,47,0.83,1.04,0.76,-0.22,0.83,ETo
CA_246967,61,0.9,1.19,0.84,-0.11,0.9,ETo
CA_246992,47,0.84,1.07,0.75,-0.37,0.81,ETo
CA_247003,69,1.04,1.31,0.74,-0.03,0.84,ETo
CA_247012,47,0.99,1.24,0.72,-0.41,0.8,ETo
CA_247066,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_247155,47,0.92,1.16,0.7,-0.35,0.76,ETo
CA_247159,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_247174,69,0.94,1.19,0.73,-0.34,0.81,ETo
CA_247196,69,0.87,1.12,0.64,-0.36,0.7,ETo
CA_247211,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_247235,47,1.07,1.32,0.76,0.04,0.86,ETo
CA_247267,69,0.92,1.17,0.8,-0.07,0.88,ETo
CA_247271,69,0.99,1.25,0.74,-0.26,0.83,ETo
CA_247278,69,0.87,1.09,0.72,-0.29,0.78,ETo
CA_247296,61,0.93,1.21,0.84,-0.21,0.9,ETo
CA_247299,47,1.02,1.32,0.81,-0.32,0.88,ETo
CA_247304,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_247318,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_247319,69,1.1,1.39,0.63,-0.55,0.7,ETo
CA_247331,69,0.84,1.07,0.75,-0.37,0.81,ETo
CA_247350,47,0.84,1.07,0.75,-0.19,0.84,ETo
CA_247354,69,1.05,1.35,0.63,-0.51,0.71,ETo
CA_247369,47,0.83,1.04,0.76,-0.22,0.83,ETo
CA_247395,47,1.03,1.31,0.82,-0.24,0.89,ETo
CA_247396,69,0.84,1.07,0.76,-0.32,0.83,ETo
CA_247400,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_247408,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_247416,61,0.87,1.1,0.75,-0.12,0.84,ETo
CA_247439,47,0.9,1.19,0.84,-0.11,0.9,ETo
CA_247454,47,0.83,1.05,0.72,-0.21,0.8,ETo
CA_247470,47,0.87,1.11,0.71,-0.41,0.78,ETo
CA_247476,47,1.02,1.29,0.74,-0.4,0.82,ETo
CA_247491,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_247511,69,0.95,1.19,0.73,-0.29,0.82,ETo
CA_247535,47,1.0,1.26,0.73,-0.3,0.81,ETo
CA_247537,47,1.04,1.35,0.78,-0.4,0.86,ETo
CA_247542,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_247548,61,0.89,1.14,0.82,-0.25,0.88,ETo
CA_247552,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_247559,69,1.04,1.31,0.74,-0.03,0.84,ETo
CA_247605,69,0.92,1.21,0.83,-0.14,0.9,ETo
CA_247609,69,0.94,1.18,0.7,-0.27,0.8,ETo
CA_247629,47,0.82,1.03,0.72,-0.24,0.8,ETo
CA_247642,69,0.95,1.2,0.74,-0.34,0.82,ETo
CA_247653,47,0.97,1.24,0.66,-0.44,0.74,ETo
CA_247676,69,1.04,1.31,0.74,-0.03,0.84,ETo
CA_247691,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_247706,61,0.87,1.12,0.84,-0.06,0.9,ETo
CA_247741,69,0.95,1.2,0.74,-0.34,0.82,ETo
CA_247763,69,0.95,1.19,0.66,-0.46,0.72,ETo
CA_247766,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_247785,69,0.87,1.12,0.64,-0.36,0.7,ETo
CA_247820,69,1.05,1.35,0.63,-0.51,0.71,ETo
CA_247822,69,0.82,1.03,0.72,-0.24,0.8,ETo
CA_247823,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_247832,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_247872,69,0.88,1.12,0.74,-0.22,0.83,ETo
CA_247878,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_247903,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_247918,69,0.87,1.09,0.72,-0.29,0.78,ETo
CA_247925,69,0.93,1.18,0.75,-0.15,0.84,ETo
CA_247968,61,0.79,1.04,0.86,-0.06,0.92,ETo
CA_247976,69,1.02,1.3,0.62,-0.54,0.69,ETo
CA_248006,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_248038,69,0.92,1.2,0.82,-0.16,0.89,ETo
CA_248070,69,1.04,1.31,0.74,-0.03,0.84,ETo
CA_248083,47,0.86,1.09,0.66,-0.31,0.72,ETo
CA_248084,47,0.93,1.2,0.7,-0.38,0.78,ETo
CA_248086,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_248113,69,0.83,1.04,0.76,-0.22,0.83,ETo
CA_248117,69,0.82,1.03,0.72,-0.24,0.8,ETo
CA_248128,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_248155,37,0.93,1.22,0.82,-0.17,0.89,ETo
CA_248175,69,1.1,1.39,0.63,-0.55,0.7,ETo
CA_248207,69,1.03,1.32,0.8,-0.36,0.87,ETo
CA_248208,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_248217,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_248230,69,0.84,1.07,0.75,-0.37,0.81,ETo
CA_248238,61,0.89,1.14,0.82,-0.25,0.88,ETo
CA_248264,69,0.78,0.98,0.79,-0.22,0.87,ETo
CA_248302,47,0.87,1.1,0.75,-0.12,0.84,ETo
CA_248338,61,0.87,1.1,0.75,-0.12,0.84,ETo
CA_248364,61,0.91,1.21,0.83,-0.15,0.9,ETo
CA_248380,47,0.87,1.11,0.71,-0.41,0.78,ETo
CA_248388,61,0.89,1.15,0.66,-0.43,0.72,ETo
CA_248409,69,0.87,1.09,0.72,-0.29,0.78,ETo
CA_248438,69,0.95,1.2,0.74,-0.34,0.82,ETo
CA_248446,47,0.88,1.13,0.71,-0.37,0.79,ETo
CA_248451,47,1.0,1.26,0.73,-0.3,0.81,ETo
CA_248468,47,0.93,1.21,0.83,-0.22,0.9,ETo
CA_248480,69,0.94,1.19,0.73,-0.34,0.81,ETo
CA_248482,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_248484,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_248499,69,0.84,1.07,0.75,-0.19,0.84,ETo
CA_248505,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_248523,61,0.97,1.26,0.84,-0.22,0.9,ETo
CA_248612,69,0.95,1.19,0.73,-0.29,0.82,ETo
CA_248625,69,1.02,1.31,0.78,-0.36,0.85,ETo
CA_248642,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_248652,61,0.91,1.21,0.83,-0.15,0.9,ETo
CA_248663,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_248688,61,1.04,1.32,0.63,-0.51,0.7,ETo
CA_248689,47,0.88,1.12,0.74,-0.22,0.83,ETo
CA_248722,69,1.04,1.35,0.78,-0.4,0.86,ETo
CA_248737,47,1.01,1.31,0.81,-0.34,0.88,ETo
CA_248749,61,0.83,1.05,0.69,-0.31,0.77,ETo
CA_248760,69,0.82,1.03,0.72,-0.24,0.8,ETo
CA_248786,61,0.9,1.19,0.84,-0.11,0.9,ETo
CA_248793,61,0.84,1.07,0.75,-0.37,0.81,ETo
CA_248799,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_248852,69,1.1,1.41,0.74,-0.59,0.8,ETo
CA_248858,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_248877,37,0.87,1.12,0.64,-0.36,0.7,ETo
CA_248880,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_248888,69,0.72,0.91,0.72,-0.26,0.8,ETo
CA_248889,47,0.87,1.08,0.72,-0.27,0.78,ETo
CA_248926,69,1.02,1.3,0.62,-0.54,0.69,ETo
CA_248949,61,0.84,1.07,0.75,-0.37,0.81,ETo
CA_248967,47,1.05,1.34,0.72,-0.48,0.8,ETo
CA_249008,47,0.83,1.04,0.76,-0.22,0.83,ETo
CA_249053,69,0.91,1.19,0.83,-0.13,0.9,ETo
CA_249083,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_249088,69,0.72,0.91,0.72,-0.26,0.8,ETo
CA_249091,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_249101,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_249122,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_249138,61,0.92,1.16,0.64,-0.38,0.71,ETo
CA_249145,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_249166,47,1.01,1.31,0.81,-0.34,0.88,ETo
CA_249176,69,1.02,1.3,0.62,-0.54,0.69,ETo
CA_249203,47,1.02,1.29,0.74,-0.4,0.82,ETo
CA_249248,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_249252,69,0.87,1.11,0.71,-0.41,0.78,ETo
CA_249254,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_249284,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_249291,47,0.97,1.24,0.66,-0.44,0.74,ETo
CA_249296,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_249344,69,0.83,1.05,0.78,-0.18,0.86,ETo
CA_249348,69,0.93,1.18,0.75,-0.15,0.84,ETo
CA_249396,69,0.84,1.07,0.75,-0.37,0.81,ETo
CA_249407,47,0.88,1.12,0.74,-0.22,0.83,ETo
CA_249414,47,0.88,1.13,0.71,-0.37,0.79,ETo
CA_249456,61,0.99,1.26,0.83,-0.31,0.9,ETo
CA_249462,69,0.95,1.19,0.66,-0.46,0.72,ETo
CA_249468,69,1.1,1.39,0.63,-0.55,0.7,ETo
CA_249479,69,0.92,1.21,0.82,-0.23,0.89,ETo
CA_249507,61,1.05,1.34,0.72,-0.48,0.8,ETo
CA_249524,61,0.87,1.1,0.75,-0.12,0.84,ETo
CA_249531,47,1.03,1.32,0.8,-0.36,0.87,ETo
CA_249545,47,1.1,1.39,0.63,-0.55,0.7,ETo
CA_249576,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_249601,69,0.84,1.07,0.76,-0.32,0.83,ETo
CA_249627,69,0.87,1.12,0.84,-0.06,0.9,ETo
CA_249685,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_249694,69,0.95,1.24,0.83,-0.18,0.9,ETo
CA_249725,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_249733,69,0.84,1.07,0.75,-0.37,0.81,ETo
CA_249774,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_249783,69,1.05,1.35,0.63,-0.51,0.71,ETo
CA_249784,61,0.93,1.18,0.75,-0.15,0.84,ETo
CA_249796,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_249846,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_249856,69,0.87,1.1,0.67,-0.28,0.73,ETo
CA_249858,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_249863,47,0.93,1.2,0.7,-0.38,0.78,ETo
CA_249864,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_249875,47,0.91,1.21,0.83,-0.15,0.9,ETo
CA_249887,61,0.78,0.98,0.79,-0.22,0.87,ETo
CA_249898,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_249944,69,0.95,1.2,0.74,-0.34,0.82,ETo
CA_249946,61,0.87,1.1,0.75,-0.12,0.84,ETo
CA_249988,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_249989,47,1.0,1.26,0.73,-0.3,0.81,ETo
CA_249997,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_249999,69,0.87,1.12,0.64,-0.36,0.7,ETo
CA_250003,69,1.04,1.32,0.63,-0.51,0.7,ETo
CA_250044,69,0.97,1.23,0.77,-0.22,0.85,ETo
CA_250130,69,0.84,1.05,0.82,-0.26,0.88,ETo
CA_250143,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_250155,47,0.91,1.19,0.81,-0.17,0.88,ETo
CA_250182,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_250186,47,0.94,1.19,0.73,-0.34,0.81,ETo
CA_250200,61,0.86,1.09,0.66,-0.31,0.72,ETo
CA_250208,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_250211,61,0.92,1.22,0.82,-0.21,0.89,ETo
CA_250212,69,1.05,1.34,0.72,-0.48,0.8,ETo
CA_250221,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_250290,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_250295,69,0.93,1.18,0.75,-0.15,0.84,ETo
CA_250318,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_250324,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_250328,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_250355,47,0.97,1.24,0.66,-0.44,0.74,ETo
CA_250356,61,0.87,1.1,0.67,-0.28,0.73,ETo
CA_250364,69,0.87,1.11,0.71,-0.41,0.78,ETo
CA_250373,69,0.95,1.18,0.69,-0.42,0.74,ETo
CA_250388,47,0.94,1.19,0.73,-0.34,0.81,ETo
CA_250406,61,0.78,0.98,0.79,-0.22,0.87,ETo
CA_250435,69,0.94,1.19,0.73,-0.34,0.81,ETo
CA_250438,69,1.0,1.27,0.78,-0.33,0.86,ETo
CA_250500,69,0.87,1.08,0.72,-0.27,0.78,ETo
CA_250502,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_250522,69,0.84,1.05,0.78,-0.26,0.86,ETo
CA_250527,47,0.88,1.12,0.74,-0.22,0.83,ETo
CA_250543,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_250568,69,0.93,1.18,0.75,-0.15,0.84,ETo
CA_250576,69,0.72,0.91,0.72,-0.26,0.8,ETo
CA_250606,47,0.86,1.09,0.66,-0.31,0.72,ETo
CA_250608,69,0.95,1.24,0.83,-0.18,0.9,ETo
CA_250617,69,0.95,1.18,0.69,-0.42,0.74,ETo
CA_250625,61,0.91,1.18,0.83,-0.13,0.89,ETo
CA_250626,69,1.07,1.34,0.77,-0.07,0.86,ETo
CA_250660,69,0.92,1.17,0.8,-0.07,0.88,ETo
CA_250673,47,1.04,1.35,0.78,-0.4,0.86,ETo
CA_250696,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_250757,47,0.92,1.16,0.7,-0.35,0.76,ETo
CA_250774,47,0.83,1.05,0.72,-0.21,0.8,ETo
CA_250791,69,0.95,1.18,0.69,-0.42,0.74,ETo
CA_250803,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_250863,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_250898,47,0.87,1.11,0.71,-0.41,0.78,ETo
CA_250911,69,0.88,1.13,0.71,-0.37,0.79,ETo
CA_250917,61,0.84,1.07,0.75,-0.19,0.84,ETo
CA_250919,47,0.88,1.12,0.74,-0.22,0.83,ETo
CA_250938,47,0.87,1.1,0.75,-0.12,0.84,ETo
CA_250979,61,1.05,1.34,0.72,-0.48,0.8,ETo
CA_250998,61,0.95,1.24,0.83,-0.24,0.9,ETo
CA_251003,47,0.96,1.27,0.82,0.02,0.9,ETo
CA_251020,61,0.91,1.21,0.83,-0.15,0.9,ETo
CA_251037,69,0.91,1.21,0.83,-0.14,0.9,ETo
CA_251043,69,0.95,1.24,0.83,-0.18,0.9,ETo
CA_251053,61,0.89,1.18,0.83,-0.15,0.9,ETo
CA_251078,61,0.9,1.16,0.83,-0.14,0.9,ETo
CA_251092,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_251118,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_251129,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_251134,47,0.86,1.09,0.66,-0.31,0.72,ETo
CA_251179,47,1.09,1.34,0.58,-0.62,0.63,ETo
CA_251191,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_251195,61,1.05,1.35,0.63,-0.51,0.71,ETo
CA_251304,47,1.04,1.35,0.78,-0.4,0.86,ETo
CA_251336,47,1.09,1.34,0.58,-0.62,0.63,ETo
CA_251339,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_251340,61,0.91,1.21,0.83,-0.15,0.9,ETo
CA_251382,47,0.88,1.12,0.74,-0.22,0.83,ETo
CA_251384,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_251400,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_251411,47,1.02,1.29,0.74,-0.4,0.82,ETo
CA_251415,61,0.78,0.98,0.71,-0.29,0.79,ETo
CA_251450,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_251476,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_251480,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_251481,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_251524,47,0.83,1.05,0.72,-0.21,0.8,ETo
CA_251529,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_251576,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_251578,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_251610,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_251678,47,0.9,1.13,0.66,-0.43,0.72,ETo
CA_251688,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_251701,47,1.04,1.32,0.63,-0.51,0.7,ETo
CA_251743,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_251752,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_251802,47,1.05,1.34,0.72,-0.48,0.8,ETo
CA_251803,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_251806,47,1.04,1.35,0.78,-0.4,0.86,ETo
CA_251814,61,0.87,1.13,0.83,-0.03,0.9,ETo
CA_251816,47,0.87,1.08,0.72,-0.27,0.78,ETo
CA_251820,47,0.83,1.05,0.72,-0.21,0.8,ETo
CA_251827,47,0.79,0.99,0.7,-0.26,0.78,ETo
CA_251864,47,0.94,1.19,0.74,-0.22,0.83,ETo
CA_251888,47,0.93,1.2,0.7,-0.38,0.78,ETo
CA_251912,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_251920,69,0.95,1.18,0.69,-0.42,0.74,ETo
CA_251928,47,0.87,1.09,0.72,-0.29,0.78,ETo
CA_251969,69,0.99,1.28,0.74,-0.39,0.82,ETo
CA_251982,69,1.02,1.3,0.62,-0.54,0.69,ETo
CA_251986,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_251995,69,0.95,1.22,0.82,-0.37,0.89,ETo
CA_252007,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_252027,69,1.02,1.3,0.62,-0.54,0.69,ETo
CA_252031,47,0.95,1.19,0.66,-0.46,0.72,ETo
CA_252046,47,0.87,1.1,0.67,-0.28,0.73,ETo
CA_252089,69,0.89,1.13,0.77,-0.16,0.85,ETo
CA_252118,47,1.01,1.31,0.81,-0.34,0.88,ETo
CA_252183,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_252196,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_252203,47,0.66,0.83,0.71,-0.27,0.78,ETo
CA_252230,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_252232,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_252254,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_252296,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_252301,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_252322,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_252334,47,0.83,1.05,0.69,-0.31,0.77,ETo
CA_252359,47,0.92,1.16,0.7,-0.35,0.76,ETo
CA_252374,47,0.95,1.18,0.69,-0.42,0.74,ETo
CA_252397,47,0.92,1.16,0.64,-0.38,0.71,ETo
CA_252400,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_252417,47,0.89,1.15,0.66,-0.43,0.72,ETo
CA_252439,47,0.84,1.08,0.73,-0.41,0.79,ETo
CA_252444,47,0.87,1.11,0.71,-0.41,0.78,ETo
CA_252462,69,0.87,1.11,0.71,-0.41,0.78,ETo
CA_252463,69,0.84,1.07,0.75,-0.19,0.84,ETo
CA_252479,47,0.95,1.19,0.73,-0.29,0.82,ETo
CA_252486,47,0.84,1.07,0.75,-0.19,0.84,ETo
CA_252530,47,0.99,1.25,0.74,-0.26,0.83,ETo
CA_252534,47,1.02,1.29,0.74,-0.4,0.82,ETo
CA_252538,47,0.97,1.23,0.77,-0.22,0.85,ETo
CA_252549,47,1.05,1.35,0.76,-0.46,0.83,ETo
CA_252567,47,1.02,1.31,0.78,-0.36,0.85,ETo
CA_252577,47,1.04,1.35,0.78,-0.4,0.86,ETo
CA_252618,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_252621,47,0.88,1.1,0.65,-0.45,0.72,ETo
CA_252626,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_252645,47,0.72,0.91,0.72,-0.26,0.8,ETo
CA_252652,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_252657,47,0.78,0.98,0.71,-0.29,0.79,ETo
CA_252701,47,0.76,0.96,0.69,-0.34,0.76,ETo
CA_252702,122,0.77,0.97,0.67,-0.36,0.75,ETo
